Month,cpiyoy,cpiyoy1,cpiyoy2,govt_string,vaxfull,dvaxfull,dcovid,total_covid,new_cases,new_cases pm,new_deaths,new_deathspm,cci,cci1,cci2,cci3,cci4,cci5,cci6,cci7,cci8,cci_exp,cci_cur,ism_man,ism_non,ism_man_backlog,ism_non_backlog,ism_man_prices,ism_non_prices,ism_man_non_neworders,ism_non_neworders,ism_man_prod,ism_man_employ,ism_non_employ,ism_man_inv,dbear,debtceiling2011,dgulfwar1,dgulfwar2,dshut,dstock87,vaxdec2020,dcovxcci,dcovxcci6 ,dcovxcci7,dcovxism_man,dcovxism_non,dcovxndpm,dcovxncpm,cci7xndpm,cci6ndpm,cci8xndpm
2007M11,4.4,3.6,2.8,0,0,0,0,0,0,0,0,0,87.8,95.2,99.5,105.6,111.9,105.3,108.5,106.3,108.2,69.1,115.7,51.5,52.8,41.7,43.5,72,75.3,53.1,51.9,52.3,53.2,51.8,46.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9526.3,9499.96
2007M12,4.1,4.4,3.6,0,0,0,0,0,0,0,0,0,90.6,87.8,95.2,99.5,105.6,111.9,105.3,108.5,106.3,75.8,112.9,50.1,52.5,43.7,48.5,65.7,72,49.9,52.5,52,51.1,51.6,44.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9540.18,9630.78
2008M01,4.3,4.1,4.4,0,0,0,0,0,0,0,0,0,87.3,90.6,87.8,95.2,99.5,105.6,111.9,105.3,108.5,69.3,114.3,50.9,44.8,46,49,76.2,71.6,49.5,43.5,50.7,49.6,45.2,51.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9768.87,9472.05
2008M02,4.1,4.3,4.1,0,0,0,0,0,0,0,0,0,76.4,87.3,90.6,87.8,95.2,99.5,105.6,111.9,105.3,58,104,48.8,49.9,46.9,46,75.7,71.7,50.5,50.5,49.4,47.3,46.9,45.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8067.84,8044.92
2008M03,4,4.1,4.3,0,0,0,0,0,0,0,0,0,65.9,76.4,87.3,90.6,87.8,95.2,99.5,105.6,111.9,49.4,90.6,49.7,49.4,46.3,49.5,83.1,72.7,49.2,49.4,48.9,52.2,47,45.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6557.05,7374.21
2008M04,3.9,4,4.1,0,0,0,0,0,0,0,0,0,62.8,65.9,76.4,87.3,90.6,87.8,95.2,99.5,105.6,50,81.9,48.5,51.9,52.3,47.5,83.9,71.9,46.2,49.9,49,45.4,50.7,48.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5978.56,6631.68
2008M05,4.1,3.9,4,0,0,0,0,0,0,0,0,0,58.1,62.8,65.9,76.4,87.3,90.6,87.8,95.2,99.5,47.3,74.2,48.9,51.5,45.6,50,88.1,75.2,47.9,53.9,50.6,45,47.6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5101.18,5780.95
2008M06,4.9,4.1,3.9,0,0,0,0,0,0,0,0,0,51,58.1,62.8,65.9,76.4,87.3,90.6,87.8,95.2,41.4,65.4,49.9,48.1,47.9,49,91.4,79.6,49.5,49,50,45,43.4,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4620.6,4855.2
2008M07,5.5,4.9,4.1,0,0,0,0,0,0,0,0,0,51.9,51,58.1,62.8,65.9,76.4,87.3,90.6,87.8,42.7,65.8,50.8,50.1,44,49,90.4,77.4,48.4,49.4,52.8,54.7,46.4,43.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4530.87,4556.82
2008M08,5.3,5.5,4.9,0,0,0,0,0,0,0,0,0,58.5,51.9,51,58.1,62.8,65.9,76.4,87.3,90.6,54.1,65,50.1,50.6,48.2,52,76.5,72.4,48.6,50.5,52.7,50.2,45.2,48.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4469.4,5300.1
2008M09,5,5.3,5.5,0,0,0,0,0,0,0,0,0,61.4,58.5,51.9,51,58.1,62.8,65.9,76.4,87.3,61.5,61.1,47.2,49.4,38.7,49,55.1,71.9,45.1,49.5,49,45.4,44.1,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4046.26,5360.22
2008M10,3.7,5,5.3,0,0,0,0,0,0,0,0,0,38.8,61.4,58.5,51.9,51,58.1,62.8,65.9,76.4,35.7,43.5,38.2,44.7,30.6,46.5,39.8,53.9,32,44.2,34.8,33,42.8,42.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2436.64,2964.32
2008M11,1.1,3.7,5,0,0,0,0,0,0,0,0,0,44.7,38.8,61.4,58.5,51.9,51,58.1,62.8,65.9,46.2,42.3,39,37.8,27.7,44,28.4,37.4,34.5,35.4,35.2,36.8,32,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597.07,2945.73
2008M12,0,1.1,3.7,0,0,0,0,0,0,0,0,0,38.6,44.7,38.8,61.4,58.5,51.9,51,58.1,62.8,44.2,30.2,34.5,40,23.4,39.5,17.1,36.1,25.9,38.7,28.1,32.5,34.6,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968.6,2424.08
2009M01,-0.1,0,1.1,0,0,0,0,0,0,0,0,0,37.4,38.6,44.7,38.8,61.4,58.5,51.9,51,58.1,42.5,29.7,36.4,43,32.2,42.5,29,41.7,32.5,40.6,32.3,30.5,35.8,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1941.06,2172.94
2009M02,0,-0.1,0,0,0,0,0,0,0,0,0,0,25.3,37.4,38.6,44.7,38.8,61.4,58.5,51.9,51,27.3,22.3,36.6,41.6,33.6,37.5,29.9,48.6,32.7,40.6,38.4,28,36.9,37.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480.05,1290.3
2009M03,-0.4,0,-0.1,0,0,0,0,0,0,0,0,0,26.9,25.3,37.4,38.6,44.7,38.8,61.4,58.5,51.9,30.2,21.9,37.2,40.1,37.6,36.5,31.6,40,41.3,37.2,36.5,30.5,31.8,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651.66,1396.11
2009M04,-0.6,-0.4,0,0,0,0,0,0,0,0,0,0,40.8,26.9,25.3,37.4,38.6,44.7,38.8,61.4,58.5,51,25.5,39.9,43.7,40.9,41,31.4,39.9,46,46.8,36.7,33.5,37.2,36.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583.04,2386.8
2009M05,-1,-0.6,-0.4,0,0,0,0,0,0,0,0,0,54.8,40.8,26.9,25.3,37.4,38.6,44.7,38.8,61.4,71.5,29.7,44.1,44.4,46.1,44,45,47.1,51,45.9,48.3,35.3,38.4,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449.56,3364.72
2009M06,-1.2,-1,-0.6,0,0,0,0,0,0,0,0,0,49.3,54.8,40.8,26.9,25.3,37.4,38.6,44.7,38.8,65.5,25,46.3,46.4,48.6,40,47.9,52.9,49,49.4,54.6,45,41.5,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902.98,1912.84
2009M07,-2,-1.2,-1,0,0,0,0,0,0,0,0,0,47.4,49.3,54.8,40.8,26.9,25.3,37.4,38.6,44.7,63.4,23.3,49.7,47.1,49.4,46,52.8,41.5,56.6,49.8,58.8,47.1,41.2,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772.76,2118.78
2009M08,-1.5,-2,-1.2,0,0,0,0,0,0,0,0,0,54.5,47.4,49.3,54.8,40.8,26.9,25.3,37.4,38.6,73.8,25.4,53.4,48.9,50.9,42,62.3,60.8,64.1,51.5,62.2,47.5,43.1,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378.85,2103.7
2009M09,-1.4,-1.5,-2,0,0,0,0,0,0,0,0,0,53.4,54.5,47.4,49.3,54.8,40.8,26.9,25.3,37.4,73.7,23,54.9,50.1,52.6,41,63.3,49.6,64.7,52.7,62.1,48.6,44.3,41.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.46,1997.16
2009M10,-0.2,-1.4,-1.5,0,0,0,0,0,0,0,0,0,48.7,53.4,54.5,47.4,49.3,54.8,40.8,26.9,25.3,67,21.1,57.6,51,50.5,51.5,64.3,53.5,57.7,55.7,64.4,53.5,42.7,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986.96,1232.11
2009M11,1.9,-0.2,-1.4,0,0,0,0,0,0,0,0,0,50.6,48.7,53.4,54.5,47.4,49.3,54.8,40.8,26.9,70.3,21.2,55.4,49.5,51.8,53.5,55.4,58.9,64.2,54.6,63.4,51.2,43.4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772.88,1361.14
2009M12,2.8,1.9,-0.2,0,0,0,0,0,0,0,0,0,53.6,50.6,48.7,53.4,54.5,47.4,49.3,54.8,40.8,75.9,20.2,55.8,49.7,50.1,48.5,63.8,58.9,63.8,51.5,60.1,52.6,44.4,43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642.48,2186.88
2010M01,2.6,2.8,1.9,0,0,0,0,0,0,0,0,0,56.5,53.6,50.6,48.7,53.4,54.5,47.4,49.3,54.8,77.3,25.2,56.3,50,53.2,48,68,59.4,59.9,52.9,62.8,55.2,44.8,46.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678.1,3096.2
2010M02,2.2,2.6,2.8,0,0,0,0,0,0,0,0,0,46.4,56.5,53.6,50.6,48.7,53.4,54.5,47.4,49.3,62.9,21.7,55.5,51.7,58.8,45.5,65.1,58.7,57.7,53.4,57,55.7,46.7,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528.8,2287.52
2010M03,2.3,2.2,2.6,0,0,0,0,0,0,0,0,0,52.3,46.4,56.5,53.6,50.6,48.7,53.4,54.5,47.4,70.4,25.2,58.8,53.3,54.7,46,75.2,60.9,60.1,58.1,57.3,55.8,47.8,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2792.82,2479.02
2010M04,2.2,2.3,2.2,0,0,0,0,0,0,0,0,0,57.7,52.3,46.4,56.5,53.6,50.6,48.7,53.4,54.5,77.4,28.2,58.1,55.3,57,55.5,78,63.8,64,58,62.3,54.8,49.9,49.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2809.99,3144.65
2010M05,2,2.2,2.3,0,0,0,0,0,0,0,0,0,62.7,57.7,52.3,46.4,56.5,53.6,50.6,48.7,53.4,84.6,29.8,57.4,55.5,56.3,49.5,77,60.8,61.3,57.9,62.1,57.9,49.9,47.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3172.62,3348.18
2010M06,1.1,2,2.2,0,0,0,0,0,0,0,0,0,54.3,62.7,57.7,52.3,46.4,56.5,53.6,50.6,48.7,72.7,26.8,56.5,54.4,57.6,56,54.9,56.7,58.6,56.6,63,56.8,48.8,47.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910.48,2644.41
2010M07,1.3,1.1,2,0,0,0,0,0,0,0,0,0,51,54.3,62.7,57.7,52.3,46.4,56.5,53.6,50.6,67.5,26.4,56.1,54.6,54,55.5,55.6,56.1,54.7,58.2,56.1,58.6,50.9,49.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2881.5,2580.6
2010M08,1.2,1.3,1.1,0,0,0,0,0,0,0,0,0,53.2,51,54.3,62.7,57.7,52.3,46.4,56.5,53.6,72,24.9,56.4,52.4,51.5,52,61.8,59.2,54,54.3,56.3,61.2,48.7,52.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2468.48,2851.52
2010M09,1.1,1.2,1.3,0,0,0,0,0,0,0,0,0,48.6,53.2,51,54.3,62.7,57.7,52.3,46.4,56.5,65.5,23.3,55.3,53.3,44.4,50.5,69.8,59.5,51.9,54.2,57.3,58,51,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2541.78,2745.9
2010M10,1.2,1.1,1.2,0,0,0,0,0,0,0,0,0,49.9,48.6,53.2,51,54.3,62.7,57.7,52.3,46.4,67.5,23.5,56.9,55.3,45.1,48,73.8,68.2,57.8,58.4,61.5,57.5,51.9,56.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2879.23,2315.36
2010M11,1.1,1.2,1.1,0,0,0,0,0,0,0,0,0,57.8,49.9,48.6,53.2,51,54.3,62.7,57.7,52.3,79.9,24.7,57.3,56.4,48.7,52,69,65.6,58.3,58.4,55.7,60.2,55.6,53.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3624.06,3022.94
2010M12,1.4,1.1,1.2,0,0,0,0,0,0,0,0,0,63.4,57.8,49.9,48.6,53.2,51,54.3,62.7,57.7,86.5,28.8,56.6,56.9,46.3,51.5,73.3,69.3,59.6,62.2,62.5,56.7,51.5,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442.62,3658.18
2011M01,1.7,1.4,1.1,0,0,0,0,0,0,0,0,0,64.8,63.4,57.8,49.9,48.6,53.2,51,54.3,62.7,87.3,31.1,59.1,57.6,57.1,48.5,79.6,70,64.5,63,65.3,61.6,52.1,49.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3304.8,4062.96
2011M02,2.1,1.7,1.4,0,0,0,0,0,0,0,0,0,72,64.8,63.4,57.8,49.9,48.6,53.2,51,54.3,97.5,33.8,59.2,58,55.6,50.5,80.2,70.9,64.2,61.9,63.8,62.3,54.2,47.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3830.4,3909.6
2011M03,2.6,2.1,1.7,0,0,0,0,0,0,0,0,0,63.8,72,64.8,63.4,57.8,49.9,48.6,53.2,51,81.3,37.5,58.4,55.8,52.8,52,82.3,70.9,61.3,59.6,61.9,60.5,53.3,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100.68,3253.8
2011M04,3.1,2.6,2.1,0,0,0,0,0,0,0,0,0,66,63.8,72,64.8,63.4,57.8,49.9,48.6,53.2,83.2,40.2,57.9,55.2,59.2,56,82.6,71,61.1,56.3,59,59.2,54.3,50.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3293.4,3511.2
2011M05,3.5,3.1,2.6,0,0,0,0,0,0,0,0,0,61.7,66,63.8,72,64.8,63.4,57.8,49.9,48.6,76.7,39.3,54.8,55,50.1,55.5,77.9,70.3,54.6,56,54.8,58.1,55.1,49.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3566.26,2998.62
2011M06,3.5,3.5,3.1,0,0,0,0,0,0,0,0,0,57.6,61.7,66,63.8,72,64.8,63.4,57.8,49.9,71.6,36.6,55.8,54.2,52.5,55,70.3,62.4,54.6,55.4,54.5,62.1,53.1,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3651.84,2874.24
2011M07,3.6,3.5,3.5,0,0,0,0,0,0,0,0,0,59.2,57.6,61.7,66,63.8,72,64.8,63.4,57.8,74.9,35.7,52.9,53.5,49.8,48.5,59.1,60.7,56.9,53.7,54.6,53.2,53.4,46.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3836.16,3421.76
2011M08,3.8,3.6,3.5,0,0,0,0,0,0,0,0,0,45.2,59.2,57.6,61.7,66,63.8,72,64.8,63.4,52.4,34.3,52.6,53.5,46.3,44,57.5,61.3,52.9,53.9,51.4,51.8,51.5,53.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3254.4,2865.68
2011M09,3.8,3.8,3.6,0,0,0,0,0,0,0,0,0,46.4,45.2,59.2,57.6,61.7,66,63.8,72,64.8,55.1,33.3,53.7,52.3,43.7,47.5,57,60.9,51.8,54.6,54.7,56.6,48.8,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960.32,3006.72
2011M10,3.5,3.8,3.8,0,0,0,0,0,0,0,0,0,40.9,46.4,45.2,59.2,57.6,61.7,66,63.8,72,50,27.1,51.4,52.8,48,52.5,41.4,57.7,52,53.4,52.3,53,51.8,48.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699.4,2944.8
2011M11,3.5,3.5,3.8,0,0,0,0,0,0,0,0,0,55.2,40.9,46.4,45.2,59.2,57.6,61.7,66,63.8,66.4,38.3,51.8,52.9,46.8,47,48.1,63.4,54.9,53.4,56.6,51.3,52.5,45,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3405.84,3521.76
2011M12,3.1,3.5,3.5,0,0,0,0,0,0,0,0,0,64.8,55.2,40.9,46.4,45.2,59.2,57.6,61.7,66,77,46.5,53,52.6,48.2,48,45.4,62.2,55.4,54.2,60.9,54.9,48.5,45,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3732.48,4276.8
2012M01,3,3.1,3.5,0,0,0,0,0,0,0,0,0,61.5,64.8,55.2,40.9,46.4,45.2,59.2,57.6,61.7,76.7,38.8,54.2,57.3,52,45.5,53.5,63.8,60,62.8,58.1,52.9,54.2,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3640.8,3794.55
2012M02,2.9,3,3.1,0,0,0,0,0,0,0,0,0,71.6,61.5,64.8,55.2,40.9,46.4,45.2,59.2,57.6,88.4,46.4,53.3,55.9,50.4,49.5,60.1,65.4,58.3,59.5,58.2,53.7,53.9,49.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236.32,4124.16
2012M03,2.6,2.9,3,0,0,0,0,0,0,0,0,0,69.5,71.6,61.5,64.8,55.2,40.9,46.4,45.2,59.2,82.5,49.9,53.5,55.6,52,53,62.3,63.7,57,58.2,56.2,55.6,55.5,48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3224.8,4114.4
2012M04,2.3,2.6,2.9,0,0,0,0,0,0,0,0,0,68.7,69.5,71.6,61.5,64.8,55.2,40.9,46.4,45.2,80.4,51.2,55.2,55.3,47.6,49.5,61,58.7,59.2,56.6,61.2,56.1,56.2,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2809.83,3105.24
2012M05,1.7,2.3,2.6,0,0,0,0,0,0,0,0,0,64.4,68.7,69.5,71.6,61.5,64.8,55.2,40.9,46.4,77.3,44.9,53.2,55.1,44.2,53,47.2,54,58.2,56.3,55.1,54.8,55.1,47.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3554.88,2988.16
2012M06,1.7,1.7,2.3,0,0,0,0,0,0,0,0,0,62.7,64.4,68.7,69.5,71.6,61.5,64.8,55.2,40.9,73.4,46.6,49.5,53.6,41.2,53,35.7,48.5,47.3,54.3,52.2,55.1,52.9,42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4062.96,2564.43
2012M07,1.4,1.7,1.7,0,0,0,0,0,0,0,0,0,65.4,62.7,64.4,68.7,69.5,71.6,61.5,64.8,55.2,78.4,45.9,49.6,52.1,42.1,47.5,39.4,52.8,47.8,52.9,50.2,51.3,51.1,49.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4022.1,3610.08
2012M08,1.7,1.4,1.7,0,0,0,0,0,0,0,0,0,61.3,65.4,62.7,64.4,68.7,69.5,71.6,61.5,64.8,71.1,46.5,49,52.1,41.9,44.5,54.4,62.1,45.1,52.8,48.3,50.4,52,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4389.08,3972.24
2012M09,1.9,1.7,1.4,0,0,0,0,0,0,0,0,0,68.4,61.3,65.4,62.7,64.4,68.7,69.5,71.6,61.5,81.5,48.7,50.8,53.8,46.4,50.5,60,65,52.2,53.7,48.8,52.4,52.1,49.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4753.8,4206.6
2012M10,2.2,1.9,1.7,0,0,0,0,0,0,0,0,0,73.1,68.4,61.3,65.4,62.7,64.4,68.7,69.5,71.6,84,56.7,50.5,54.3,42.4,48,55.5,60.9,51.8,56.5,49.8,52.8,51.6,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5021.97,5233.96
2012M11,1.8,2.2,1.9,0,0,0,0,0,0,0,0,0,71.5,73.1,68.4,61.3,65.4,62.7,64.4,68.7,69.5,80.9,57.4,48,53.9,42.1,49,52.1,58.3,47.9,56.3,49.2,47.3,52.8,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4604.6,4969.25
2012M12,1.8,1.8,2.2,0,0,0,0,0,0,0,0,0,66.7,71.5,73.1,68.4,61.3,65.4,62.7,64.4,68.7,68.1,64.6,50.1,55.7,47.3,53.5,54,58.3,48.3,58.9,51.1,52.5,53.8,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4182.09,4582.29
2013M01,1.7,1.8,1.8,0,0,0,0,0,0,0,0,0,58.4,66.7,71.5,73.1,68.4,61.3,65.4,62.7,64.4,59.9,56.2,53.3,55.9,45.2,49.5,56.9,60,54.9,58.5,55.1,53,55.3,50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819.36,3760.96
2013M02,2,1.7,1.8,0,0,0,0,0,0,0,0,0,68,58.4,66.7,71.5,73.1,68.4,61.3,65.4,62.7,72.4,61.4,54.2,56.6,53.1,49,62.2,59.9,58.9,60,59,53.2,56.6,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4168.4,4263.6
2013M03,1.5,2,1.7,0,0,0,0,0,0,0,0,0,61.9,68,58.4,66.7,71.5,73.1,68.4,61.3,65.4,63.7,59.2,51.9,55.9,49.7,54.5,53.7,55.6,52.3,57.8,54.3,53.3,53.6,48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4233.96,4048.26
2013M04,1.1,1.5,2,0,0,0,0,0,0,0,0,0,69,61.9,68,58.4,66.7,71.5,73.1,68.4,61.3,74.3,61,51,54.3,51.4,54.5,48.5,53.8,53,56.1,53.8,50.7,54.2,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5043.9,4229.7
2013M05,1.4,1.1,1.5,0,0,0,0,0,0,0,0,0,74.3,69,61.9,68,58.4,66.7,71.5,73.1,68.4,80.6,64.8,50.8,54.8,48.1,51.5,49.9,53,52.1,56.7,52.9,50.3,53.2,48.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5312.45,5082.12
2013M06,1.7,1.4,1.1,0,0,0,0,0,0,0,0,0,82.1,74.3,69,61.9,68,58.4,66.7,71.5,73.1,91.1,68.7,51.1,53.6,45.1,51.5,50.7,53.7,52,52.9,53.7,49.6,55.3,48.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5476.07,6001.51
2013M07,1.9,1.7,1.4,0,0,0,0,0,0,0,0,0,81,82.1,74.3,69,61.9,68,58.4,66.7,71.5,86,73.6,53.8,55.2,45.4,52,48.4,55.3,56.4,54.6,60.2,52.1,54.4,47.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4730.4,5791.5
2013M08,1.5,1.9,1.7,0,0,0,0,0,0,0,0,0,81.8,81,82.1,74.3,69,61.9,68,58.4,66.7,89,70.9,54,55.3,46.4,46.5,52.8,53.5,58,55.5,58.6,53.5,55.2,47.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5562.4,5456.06
2013M09,1.1,1.5,1.9,0,0,0,0,0,0,0,0,0,80.2,81.8,81,82.1,74.3,69,61.9,68,58.4,84.7,73.5,54.6,53.6,50.1,50.5,57.4,56.4,60.2,57,57.8,52.8,52.3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964.38,4683.68
2013M10,0.9,1.1,1.5,0,0,0,0,0,0,0,0,0,72.4,80.2,81.8,81,82.1,74.3,69,61.9,68,72.2,72.6,54.6,53.9,51.2,50.5,55,56.2,57.4,56.1,57.4,53.2,53,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4995.6,4923.2
2013M11,1.2,0.9,1.1,0,0,0,0,0,0,0,0,0,72,72.4,80.2,81.8,81,82.1,74.3,69,61.9,71.1,73.5,55.5,53.1,54.1,50,51.7,53.2,59.5,54.4,58.9,54.4,53.5,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5349.6,4456.8
2013M12,1.5,1.2,0.9,0,0,0,0,0,0,0,0,0,77.5,72,72.4,80.2,81.8,81,82.1,74.3,69,79,75.3,56.5,53.5,51,49,51.7,56.9,63.9,51.6,61.4,53,54.3,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6362.75,5347.5
2014M01,1.6,1.5,1.2,0,0,0,0,0,0,0,0,0,79.4,77.5,72,72.4,80.2,81.8,81,82.1,74.3,80.8,77.3,52.5,55.2,46.6,46,60.3,60,54.6,54.1,55.7,53.3,56.5,43.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6431.4,5899.42
2014M02,1.1,1.6,1.5,0,0,0,0,0,0,0,0,0,78.3,79.4,77.5,72,72.4,80.2,81.8,81,82.1,76.5,81,55,53.4,50.5,49,59.8,56.4,58.6,54.9,53.9,54.6,48.7,50.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6404.94,6428.43
2014M03,1.6,1.1,1.6,0,0,0,0,0,0,0,0,0,83.9,78.3,79.4,77.5,72,72.4,80.2,81.8,81,84.8,82.5,55.9,54.9,57,52,59,58.1,58.8,56,58.3,54,54.5,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6728.78,6795.9
2014M04,2,1.6,1.1,0,0,0,0,0,0,0,0,0,81.7,83.9,78.3,79.4,77.5,72,72.4,80.2,81.8,83.9,78.5,56.6,55.7,54,51.5,55.9,61,57.3,58.7,57.9,57.5,53.1,53.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5915.08,6683.06
2014M05,2.2,2,1.6,0,0,0,0,0,0,0,0,0,82.2,81.7,83.9,78.3,79.4,77.5,72,72.4,80.2,83.5,80.3,55.7,56,51.5,49,58.7,58.5,57.9,58.8,59.4,55.1,55.2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5918.4,6592.44
2014M06,2.1,2.2,2,0,0,0,0,0,0,0,0,0,86.4,82.2,81.7,83.9,78.3,79.4,77.5,72,72.4,86.4,86.3,55,56.8,46,54,57,58.6,56.8,61.1,59.7,53.4,54.7,52.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6696,6255.36
2014M07,2,2.1,2.2,0,0,0,0,0,0,0,0,0,90.3,86.4,82.2,81.7,83.9,78.3,79.4,77.5,72,91.9,87.9,55.1,56.9,49.5,53,60.1,58.1,57.4,60.4,58.7,55.1,56.2,49.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7169.82,6501.6
2014M08,1.7,2,2.1,0,0,0,0,0,0,0,0,0,93.4,90.3,86.4,82.2,81.7,83.9,78.3,79.4,77.5,93.1,93.9,56.3,58,53.6,53,56.9,57.7,60.1,61.1,60.1,56.9,56.4,50.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7313.22,7238.5
2014M09,1.7,1.7,2,0,0,0,0,0,0,0,0,0,89,93.4,90.3,86.4,82.2,81.7,83.9,78.3,79.4,86.4,93,55.7,57.3,46.8,54.5,58.7,55.1,58.9,59.5,62,54.1,55.9,51.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7467.1,7066.6
2014M10,1.6,1.7,1.7,0,0,0,0,0,0,0,0,0,94.1,89,93.4,90.3,86.4,82.2,81.7,83.9,78.3,93.8,94.4,56.2,55.8,52.5,52,52.7,52,59.8,58.6,60.7,53.8,56.2,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7687.97,7368.03
