,,,,DAILY AVG,DAILY AVG,DAILY AVG,DAILY AVG,Continuous Since Jan 1978,Continuous Since Jan 1978,Continuous Since Jan 1978,Continuous Since June 1977,Continuous Since June 1977,Continuous Since June 1977,,,cut off from more data,
Month,Govt stringency,VaxFull,Total Covid,New Cases,New Cases Per Million,New Deaths,New Deaths Per Million,Michigan overall consumer sentiment,Michigan Sentiment Expected Conditions,Michigan Sentiment Current Conditions,Conference Board Overall Consumer Confidence,Conference Board Consumer Confidence in Expected Conditions,Conference Board Consumer Confidence in Current Conditions,ISM Manufacturing,ISM nonmanufacuring,PSAVERT,REAL GDP(Q)
,,,,,,,,,,,99.83644,,,,,,
,,,,,,,,,,,99.51756,,,,,,
,,,,,,,,,,,99.2589,,,,,,
,,,,,,,,,,,99.03635,,,,,,
,,,,,,,,,,,98.8261,,,,,,
,,,,,,,,,,,98.62637,,,,,,
,,,,,,,,,,,98.46712,,,,,,
,,,,,,,,,,,98.40491,,,,,,
,,,,,,,,,,,98.47739,,,,,,
,,,,,,,,,,,98.56075,,,,,,
,,,,,,,,,,,98.48154,,,,,,
,,,,,,,,,,,98.11758,,,,,,
,,,,,,,,,,,97.66152,,,,,,
,,,,,,,,,,,97.3827,,,,,,
,,,,,,,,,,,97.48116,,,,,,
,,,,,,,,,,,97.76447,,,,,,
,,,,,,,,,,,97.97105,,,,,,
,,,,,,,,,,,97.90874,,,,,,
,,,,,,,,,,,97.67004,,,,,,
,,,,,,,,,,,97.3791,,,,,,
,,,,,,,,,,,97.115,,,,,,
,,,,,,,,,,,96.88741,,,,,,
,,,,,,,,,,,96.69994,,,,,,
,,,,,,,,,,,96.57708,,,,,,
,,,,,,,,,,,96.55099,,,,,,
,,,,,,,,,,,96.70653,,,,,,
,,,,,,,,,,,97.12951,,,,,,
,,,,,,,,,,,97.67339,,,,,,
,,,,,,,,,,,98.15878,,,,,,
,,,,,,,,,,,98.45211,,,,,,
,,,,,,,,,,,98.60275,,,,,,
,,,,,,,,,,,98.66847,,,,,,
,,,,,,,,,,,98.68356,,,,,,
,,,,,,,,,,,98.71188,,,,,,
,,,,,,,,,,,98.82771,,,,,,
,,,,,,,,,,,99.08329,,,,,,
,,,,,,,,,,,99.38892,,,,,,
,,,,,,,,,,,99.62595,,,,,,
,,,,,,,,,,,99.70981,,,,,,
,,,,,,,,,,,99.72153,,,,,,
,,,,,,,,,,,99.77065,,,,,,
,,,,,,,,,,,99.93029,,,,,,
,,,,,,,,,,,100.1347,,,,,,
,,,,,,,,,,,100.2819,,,,,,
,,,,,,,,,,,100.2912,,,,,,
,,,,,,,,,,,100.218,,,,,,
,,,,,,,,,,,100.1344,,,,,,
,,,,,,,,,,,100.0915,,,,,,
,,,,,,,,,,,100.0923,,,,,,
,,,,,,,,,,,100.1388,,,,,,
,,,,,,,,,,,100.2355,,,,,,
,,,,,,,,,,,100.3468,,,,,,
,,,,,,,,,,,100.4273,,,,,,
,,,,,,,,,,,100.4378,,,,,,
,,,,,,,,,,,100.391,,,,,,
,,,,,,,,,,,100.2924,,,,,,
,,,,,,,,,,,100.1379,,,,,,
,,,,,,,,,,,99.96326,,,,,,
,,,,,,,,,,,99.80994,,,,,,
,,,,,,,,,,,99.71166,,,,,,
,,,,,,,,,,,99.65914,,,,,,
,,,,,,,,,,,99.62473,,,,,,
,,,,,,,,,,,99.54115,,,,,,
,,,,,,,,,,,99.39741,,,,,,
,,,,,,,,,,,99.3961,,,,,,
,,,,,,,,,,,99.42131,,,,,,
,,,,,,,,,,,99.384,,,,,,
,,,,,,,,,,,99.35651,,,,,,
,,,,,,,,,,,99.25356,,,,,,
,,,,,,,,,,,99.15466,,,,,,
,,,,,,,,,,,98.91549,,,,,,
,,,,,,,,,,,98.51264,,,,,,
,,,,,,,,,,,98.14759,,,,,,
,,,,,,,,,,,98.12119,,,,,,
,,,,,,,,,,,98.10522,,,,,,
,,,,,,,,,,,97.90603,,,,,,
,,,,,,,,,,,97.70162,,,,,,
,,,,,,,,,,,97.56508,,,,,,
,,,,,,,,,,,97.3741,,,,,,
,,,,,,,,,,,97.20558,,,,,,
,,,,,,,,,,,97.24396,,,,,,
,,,,,,,,,,,97.28627,,,,,,
,,,,,,,,,,,97.20753,,,,,,
,,,,,,,,,,,97.18872,,,,,,
,,,,,,,,,,,97.23035,,,,,,
,,,,,,,,,,,97.31868,,,,,,
,,,,,,,,,,,97.10155,,,,,,
,,,,,,,,,,,96.53722,,,,,,
,,,,,,,,,,,96.09919,,,,,,
,,,,,,,,,,,96.06277,,,,,,
,,,,,,,,,,,96.47615,,,,,,
,,,,,,,,,,,97.07402,,,,,,
,,,,,,,,,,,97.72421,,,,,,
,,,,,,,,,,,98.27214,,,,,,
,,,,,,,,,,,98.50504,,,,,,
,,,,,,,,,,,98.39028,,,,,,
,,,,,,,,,,,98.00222,,,,,,
,,,,,,,,,,,97.84586,,,,,,
,,,,,,,,,,,97.74593,,,,,,
,,,,,,,,,,,97.85099,,,,,,
,,,,,,,,,,,98.18051,,,,,,
,,,,,,,,,,,98.47062,,,,,,
,,,,,,,,,,,98.56952,,,,,,
,,,,,,,,,,,98.62657,,,,,,
,,,,,,,,,,,98.60022,,,,,,
,,,,,,,,,,,98.32379,,,,,,
,,,,,,,,,,,97.91273,,,,,,
,,,,,,,,,,,97.5373,,,,,,
,,,,,,,,,,,97.48957,,,,,,
,,,,,,,,,,,97.60052,,,,,,
,,,,,,,,,,,97.50893,,,,,,
,,,,,,,,,,,97.37359,,,,,,
,,,,,,,,,,,97.41206,,,,,,
,,,,,,,,,,,97.48306,,,,,,
,,,,,,,,,,,97.47807,,,,,,
,,,,,,,,,,,97.49605,,,,,,
,,,,,,,,,,,97.62727,,,,,,
,,,,,,,,,,,97.89848,,,,,,
,,,,,,,,,,,98.14163,,,,,,
,,,,,,,,,,,98.20195,,,,,,
,,,,,,,,,,,98.19845,,,,,,
,,,,,,,,,,,98.30392,,,,,,
,,,,,,,,,,,98.72385,,,,,,
,,,,,,,,,,,99.40668,,,,,,
,,,,,,,,,,,100.1399,,,,,,
,,,,,,,,,,,100.629,,,,,,
,,,,,,,,,,,100.784,,,,,,
,,,,,,,,,,,100.7464,,,,,,
,,,,,,,,,,,100.5992,,,,,,
,,,,,,,,,,,100.478,,,,,,
,,,,,,,,,,,100.4851,,,,,,
,,,,,,,,,,,100.6871,,,,,,
,,,,,,,,,,,101.0349,,,,,,
,,,,,,,,,,,101.3824,,,,,,
,,,,,,,,,,,101.5198,,,,,,
,,,,,,,,,,,101.5507,,,,,,
,,,,,,,,,,,101.4234,,,,,,
,,,,,,,,,,,101.3418,,,,,,
,,,,,,,,,,,101.2912,,,,,,
,,,,,,,,,,,101.3652,,,,,,
,,,,,,,,,,,101.4971,,,,,,
,,,,,,,,,,,101.5206,,,,,,
,,,,,,,,,,,101.346,,,,,,
,,,,,,,,,,,101.1569,,,,,,
,,,,,,,,,,,101.0201,,,,,,
,,,,,,,,,,,101.0011,,,,,,
,,,,,,,,,,,100.9564,,,,,,
,,,,,,,,,,,100.9341,,,,,,
,,,,,,,,,,,100.9352,,,,,,
,,,,,,,,,,,100.9363,,,,,,
,,,,,,,,,,,100.999,,,,,,
,,,,,,,,,,,100.9249,,,,,,
,,,,,,,,,,,100.7703,,,,,,
,,,,,,,,,,,100.6133,,,,,,
,,,,,,,,,,,100.5113,,,,,,
,,,,,,,,,,,100.6217,,,,,,
,,,,,,,,,,,100.849,,,,,,
,,,,,,,,,,,101.0417,,,,,,
,,,,,,,,,,,101.1335,,,,,,
,,,,,,,,,,,101.1596,,,,,,
,,,,,,,,,,,101.2015,,,,,,
,,,,,,,,,,,101.2631,,,,,,
,,,,,,,,,,,101.3632,,,,,,
,,,,,,,,,,,101.3026,,,,,,
,,,,,,,,,,,101.1165,,,,,,
,,,,,,,,,,,100.9388,,,,,,
,,,,,,,,,,,100.844,,,,,,
,,,,,,,,,,,100.6561,,,,,,
,,,,,,,,,,,100.4984,,,,,,
,,,,,,,,,,,100.465,,,,,,
,,,,,,,,,,,100.4963,,,,,,
,,,,,,,,,,,100.5718,,,,,,
,,,,,,,,,,,100.6544,,,,,,
,,,,,,,,,,,100.6885,,,,,,
,,,,,,,,,,,100.7633,,,,,,
,,,,,,,,,,,100.8696,,,,,,
,,,,,,,,,,,100.8745,,,,,,
,,,,,,,,,,,100.6848,,,,,,
,,,,,,,,,,,100.3289,,,,,,
,,,,,,,,,,,100.0475,,,,,,
,,,,,,,,,,,100.1213,,,,,,
,,,,,,,,,,,100.3911,,,,,,
,,,,,,,,,,,100.6378,,,,,,
,,,,,,,,,,,100.8051,,,,,,
,,,,,,,,,,,100.85,,,,,,
,,,,,,,,,,,100.945,,,,,,
,,,,,,,,,,,101.015,,,,,,
,,,,,,,,,,,101.0847,,,,,,
,,,,,,,,,,,101.1965,,,,,,
,,,,,,,,,,,101.1808,,,,,,
,,,,,,,,,,,101.0357,,,,,,
,,,,,,,,,,,100.9307,,,,,,
,,,,,,,,,,,100.9582,,,,,,
,,,,,,,,,,,101.1036,,,,,,
,,,,,,,,,,,101.0828,,,,,,
,,,,,,,,,,,100.9334,,,,,,
,,,,,,,,,,,100.7291,,,,,,
,,,,,,,,,,,100.5935,,,,,,
,,,,,,,,,,,100.5602,,,,,,
,,,,,,,,,,,100.6109,,,,,,
,,,,,,,,,,,100.6953,,,,,,
,,,,,,,,,,,100.8534,,,,,,
,,,,,,,,,,,100.8356,,,,,,
,,,,,,,,,,,100.7065,,,,,,
,,,,,,,,,,,100.6294,,,,,,
,,,,,,,,,,,100.6266,,,,,,
,,,,,,,,,,,100.6078,,,,,,
,,,,,,,,,,,100.6796,,,,,,
,,,,,,,,,,,100.7341,,,,,,
,,,,,,,,,,,100.5991,,,,,,
,,,,,,,,,,,100.3021,,,,,,
,,,,,,,,,,,99.80036,,,,,,
,,,,,,,,,,,98.99537,,,,,,
,,,,,,,,,,,98.22202,,,,,,
,,,,,,,,,,,97.60393,,,,,,
,,,,,,,,,,,97.38443,,,,,,
,,,,,,,,,,,97.45116,,,,,,
,,,,,,,,,,,97.81354,,,,,,
,,,,,,,,,,,98.47462,,,,,,
,,,,,,,,,,,99.22849,,,,,,
,,,,,,,,,,,99.44141,,,,,,
,,,,,,,,,,,99.42368,,,,,,
,,,,,,,,,,,99.49165,,,,,,
,,,,,,,,,,,99.55557,,,,,,
,,,,,,,,,,,99.51839,,,,,,
,,,,,,,,,,,99.31017,,,,,,
,,,,,,,,,,,98.81473,,,,,,
,,,,,,,,,,,98.20068,,,,,,
,,,,,,,,,,,97.83938,,,,,,
,,,,,,,,,,,97.78868,,,,,,
,,,,,,,,,,,98.04357,,,,,,
,,,,,,,,,,,98.50089,,,,,,
,,,,,,,,,,,98.86419,,,,,,
,,,,,,,,,,,99.07103,,,,,,
,,,,,,,,,,,99.07713,,,,,,
,,,,,,,,,,,98.89525,,,,,,
,,,,,,,,,,,98.73658,,,,,,
,,,,,,,,,,,98.72567,,,,,,
,,,,,,,,,,,98.99768,,,,,,
,,,,,,,,,,,99.64786,,,,,,
,,,,,,,,,,,100.1769,,,,,,
,,,,,,,,,,,100.3154,,,,,,
,,,,,,,,,,,100.1946,,,,,,
,,,,,,,,,,,99.99967,,,,,,
,,,,,,,,,,,99.75841,,,,,,
,,,,,,,,,,,99.45022,,,,,,
,,,,,,,,,,,99.21055,,,,,,
,,,,,,,,,,,98.98788,,,,,,
,,,,,,,,,,,98.93079,,,,,,
,,,,,,,,,,,99.05779,,,,,,
,,,,,,,,,,,99.3512,,,,,,
,,,,,,,,,,,99.70393,,,,,,
,,,,,,,,,,,100.2158,,,,,,
,,,,,,,,,,,100.6566,,,,,,
,,,,,,,,,,,100.814,,,,,,
,,,,,,,,,,,100.8027,,,,,,
,,,,,,,,,,,100.7716,,,,,,
,,,,,,,,,,,100.7063,,,,,,
,,,,,,,,,,,100.595,,,,,,
,,,,,,,,,,,100.5191,,,,,,
,,,,,,,,,,,100.5672,,,,,,
,,,,,,,,,,,100.6412,,,,,,
,,,,,,,,,,,100.7397,,,,,,
,,,,,,,,,,,100.8593,,,,,,
,,,,,,,,,,,101.044,,,,,,
,,,,,,,,,,,101.13,,,,,,
,,,,,,,,,,,100.9909,,,,,,
,,,,,,,,,,,100.7594,,,,,,
,,,,,,,,,,,100.6591,,,,,,
,,,,,,,,,,,100.6458,,,,,,
,,,,,,,,,,,100.7788,,,,,,
,,,,,,,,,,,100.9016,,,,,,
,,,,,,,,,,,100.8661,,,,,,
,,,,,,,,,,,100.618,,,,,,
,,,,,,,,,,,100.454,,,,,,
,,,,,,,,,,,100.3726,,,,,,
,,,,,,,,,,,100.3978,,,,,,
,,,,,,,,,,,100.4148,,,,,,
,,,,,,,,,,,100.4892,,,,,,
,,,,,,,,,,,100.6408,,,,,,
,,,,,,,,,,,100.6707,,,,,,
,,,,,,,,,,,100.6492,,,,,,
,,,,,,,,,,,100.7622,,,,,,
,,,,,,,,,,,100.9282,,,,,,
,,,,,,,,,,,101.0533,,,,,,
,,,,,,,,,,,101.1477,,,,,,
,,,,,,,,,,,101.275,,,,,,
,,,,,,,,,,,101.3831,,,,,,
,,,,,,,,,,,101.399,,,,,,
,,,,,,,,,,,101.4518,,,,,,
,,,,,,,,,,,101.5745,,,,,,
,,,,,,,,,,,101.7127,,,,,,
,,,,,,,,,,,101.8842,,,,,,
,,,,,,,,,,,102.0779,,,,,,
,,,,,,,,,,,102.2544,,,,,,
,,,,,,,,,,,102.3732,,,,,,
,,,,,,,,,,,102.376,,,,,,
,,,,,,,,,,,102.3873,,,,,,
,,,,,,,,,,,102.3801,,,,,,
,,,,,,,,,,,102.361,,,,,,
,,,,,,,,,,,102.3281,,,,,,
,,,,,,,,,,,102.4869,,,,,,
,,,,,,,,,,,102.6568,,,,,,
,,,,,,,,,,,102.6646,,,,,,
,,,,,,,,,,,102.6423,,,,,,
,,,,,,,,,,,102.5393,,,,,,
,,,,,,,,,,,102.4154,,,,,,
,,,,,,,,,,,102.2737,,,,,,
,,,,,,,,,,,102.0736,,,,,,
,,,,,,,,,,,101.8232,,,,,,
,,,,,,,,,,,101.6817,,,,,,
,,,,,,,,,,,101.7789,,,,,,
,,,,,,,,,,,101.9276,,,,,,
,,,,,,,,,,,102.1769,,,,,,
,,,,,,,,,,,102.3935,,,,,,
,,,,,,,,,,,102.4302,,,,,,
,,,,,,,,,,,102.4252,,,,,,
,,,,,,,,,,,102.4705,,,,,,
,,,,,,,,,,,102.4821,,,,,,
,,,,,,,,,,,102.4243,,,,,,
,,,,,,,,,,,102.3603,,,,,,
,,,,,,,,,,,102.3496,,,,,,
,,,,,,,,,,,102.3282,,,,,,
,,,,,,,,,,,102.4508,,,,,,
,,,,,,,,,,,102.621,,,,,,
,,,,,,,,,,,102.8598,,,,,,
,,,,,,,,,,,102.9146,,,,,,
,,,,,,,,,,,102.8308,,,,,,
,,,,,,,,,,,102.8116,,,,,,
,,,,,,,,,,,102.7854,,,,,,
,,,,,,,,,,,102.6831,,,,,,
,,,,,,,,,,,102.6484,,,,,,
,,,,,,,,,,,102.6123,,,,,,
,,,,,,,,,,,102.5607,,,,,,
,,,,,,,,,,,102.4479,,,,,,
,,,,,,,,,,,102.1865,,,,,,
,,,,,,,,,,,101.638,,,,,,
,,,,,,,,,,,101.0944,,,,,,
,,,,,,,,,,,100.6971,,,,,,
,,,,,,,,,,,100.5256,,,,,,
,,,,,,,,,,,100.4912,,,,,,
,,,,,,,,,,,100.6189,,,,,,
,,,,,,,,,,,100.7011,,,,,,
,,,,,,,,,,,100.6117,,,,,,
,,,,,,,,,,,100.2983,,,,,,
,,,,,,,,,,,99.8468,,,,,,
,,,,,,,,,,,99.68401,,,,,,
,,,,,,,,,,,99.83755,,,,,,
,,,,,,,,,,,100.2091,,,,,,
,,,,,,,,,,,100.5684,,,,,,
,,,,,,,,,,,100.7837,,,,,,
,,,,,,,,,,,100.9783,,,,,,
,,,,,,,,,,,101.0331,,,,,,
,,,,,,,,,,,101.0061,,,,,,
,,,,,,,,,,,100.7455,,,,,,
,,,,,,,,,,,100.3966,,,,,,
,,,,,,,,,,,100.1091,,,,,,
,,,,,,,,,,,99.85764,,,,,,
,,,,,,,,,,,99.66776,,,,,,
,,,,,,,,,,,99.6834,,,,,,
,,,,,,,,,,,99.68077,,,,,,
,,,,,,,,,,,99.49509,,,,,,
,,,,,,,,,,,99.33039,,,,,,
,,,,,,,,,,,99.41691,,,,,,
,,,,,,,,,,,99.86855,,,,,,
,,,,,,,,,,,100.3138,,,,,,
,,,,,,,,,,,100.4763,,,,,,
,,,,,,,,,,,100.4787,,,,,,
,,,,,,,,,,,100.3856,,,,,,
,,,,,,,,,,,100.3488,,,,,,
,,,,,,,,,,,100.5031,,,,,,
,,,,,,,,,,,100.8073,,,,,,
,,,,,,,,,,,101.1228,,,,,,
,,,,,,,,,,,101.4136,,,,,,
,,,,,,,,,,,101.2953,,,,,,
,,,,,,,,,,,101.1207,,,,,,
,,,,,,,,,,,100.9425,,,,,,
,,,,,,,,,,,100.8609,,,,,,
,,,,,,,,,,,101.0045,,,,,,
,,,,,,,,,,,101.1205,,,,,,
,,,,,,,,,,,101.0948,,,,,,
,,,,,,,,,,,100.971,,,,,,
,,,,,,,,,,,100.8781,,,,,,
,,,,,,,,,,,100.945,,,,,,
,,,,,,,,,,,101.0863,,,,,,
,,,,,,,,,,,101.071,,,,,,
,,,,,,,,,,,100.9089,,,,,,
,,,,,,,,,,,100.67,,,,,,
,,,,,,,,,,,100.4738,,,,,,
,,,,,,,,,,,100.5446,,,,,,
,,,,,,,,,,,100.805,,,,,,
,,,,,,,,,,,100.7077,,,,,,
,,,,,,,,,,,100.092,,,,,,
,,,,,,,,,,,99.34371,,,,,,
,,,,,,,,,,,99.10086,,,,,,
,,,,,,,,,,,99.50333,,,,,,
,,,,,,,,,,,100.1039,,,,,,
,,,,,,,,,,,100.3748,,,,,,
,,,,,,,,,,,100.3242,,,,,,
,,,,,,,,,,,100.1874,,,,,,
,,,,,,,,,,,99.92552,,,,,,
,,,,,,,,,,,99.632,,,,,,
,,,,,,,,,,,99.61038,,,,,,
,,,,,,,,,,,99.64802,,,,,,
,,,,,,,,,,,99.7503,,,,,,
,,,,,,,,,,,100.0784,,,,,,
,,,,,,,,,,,100.5155,,,,,,
,,,,,,,,,,,100.7559,,,,,,
,,,,,,,,,,,100.8761,,,,,,
,,,,,,,,,,,100.9094,,,,,,
,,,,,,,,,,,100.6772,,,,,,
,,,,,,,,,,,100.3943,,,,,,
,,,,,,,,,,,100.2132,,,,,,
,,,,,,,,,,,100.1504,,,,,,
,,,,,,,,,,,100.1081,,,,,,
,,,,,,,,,,,100.0841,,,,,,
,,,,,,,,,,,99.84557,,,,,,
,,,,,,,,,,,99.58009,,,,,,
,,,,,,,,,,,99.27362,,,,,,
,,,,,,,,,,,98.97621,,,,,,
,,,,,,,,,,,98.80122,,,,,,
,,,,,,,,,,,98.63303,,,,,,
,,,,,,,,,,,98.22823,,,,,,
,,,,,,,,,,,97.7402,,,,,,
,,,,,,,,,,,97.19009,,,,,,
,,,,,,,,,,,96.79513,,,,,,
,,,,,,,,,,,96.67092,,,,,,
,,,,,,,,,,,96.88242,,,,,,
,,,,,,,,,,,97.15038,,,,,,
,,,,,,,,,,,97.22958,,,,,,
,,,,,,,,,,,96.86205,,,,,,
,,,,,,,,,,,96.59484,,,,,,
,,,,,,,,,,,96.58707,,,,,,
,,,,,,,,,,,96.59457,,,,,,
,,,,,,,,,,,96.56746,,,,,,
,,,,,,,,,,,96.77773,,,,,,
,,,,,,,,,,,97.24435,,,,,,
,,,,,,,,,,,97.64585,,,,,,
,,,,,,,,,,,97.81208,,,,,,
,,,,,,,,,,,97.765,,,,,,
,,,,,,,,,,,97.81049,,,,,,
,,,,,,,,,,,97.99567,,,,,,
,,,,,,,,,,,98.02654,,,,,,
,,,,,,,,,,,98.04115,,,,,,
,,,,,,,,,,,98.22246,,,,,,
,,,,,,,,,,,98.39052,,,,,,
,,,,,,,,,,,98.44781,,,,,,
,,,,,,,,,,,98.44459,,,,,,
,,,,,,,,,,,98.42336,,,,,,
,,,,,,,,,,,98.42204,,,,,,
,,,,,,,,,,,98.32322,,,,,,
,,,,,,,,,,,98.02749,,,,,,
,,,,,,,,,,,97.84713,,,,,,
,,,,,,,,,,,97.79431,,,,,,
,,,,,,,,,,,97.89665,,,,,,
,,,,,,,,,,,98.16397,,,,,,
,,,,,,,,,,,98.42456,,,,,,
,,,,,,,,,,,98.53705,,,,,,
,,,,,,,,,,,98.48608,,,,,,
,,,,,,,,,,,98.23303,,,,,,
,,,,,,,,,,,98.17236,,,,,,
,,,,,,,,,,,98.15604,,,,,,
,,,,,,,,,,,97.83686,,,,,,
,,,,,,,,,,,97.23755,,,,,,
,,,,,,,,,,,96.72601,,,,,,
,,,,,,,,,,,96.65622,,,,,,
,,,,,,,,,,,96.89687,,,,,,
,,,,,,,,,,,97.35576,,,,,,
,,,,,,,,,,,97.92338,,,,,,
,,,,,,,,,,,98.40728,,,,,,
,,,,,,,,,,,98.67706,,,,,,
,,,,,,,,,,,98.80706,,,,,,
,,,,,,,,,,,98.8435,,,,,,
,,,,,,,,,,,98.78497,,,,,,
,,,,,,,,,,,98.57067,,,,,,
,,,,,,,,,,,98.49516,,,,,,
,,,,,,,,,,,98.67322,,,,,,
,,,,,,,,,,,99.00475,,,,,,
,,,,,,,,,,,99.24251,,,,,,
,,,,,,,,,,,99.15195,,,,,,
,,,,,,,,,,,98.8019,,,,,,
,,,,,,,,,,,98.66731,,,,,,
,,,,,,,,,,,98.77527,,,,,,
,,,,,,,,,,,98.95014,,,,,,
,,,,,,,,,,,99.17252,,,,,,
,,,,,,,,,,,99.52722,,,,,,
,,,,,,,,,,,99.7106,,,,,,
,,,,,,,,,,,99.67108,,,,,,
,,,,,,,,,,,99.3766,,,,,,
,,,,,,,,,,,98.97702,,,,,,
,,,,,,,,,,,98.73,,,,,,
,,,,,,,,,,,98.83536,,,,,,
,,,,,,,,,,,99.15383,,,,,,
,,,,,,,,,,,99.33512,,,,,,
,,,,,,,,,,,99.40863,,,,,,
,,,,,,,,,,,99.44245,,,,,,
,,,,,,,,,,,99.51904,,,,,,
,,,,,,,,,,,99.50475,,,,,,
,,,,,,,,,,,99.47705,,,,,,
,,,,,,,,,,,99.46846,,,,,,
,,,,,,,,,,,99.56802,,,,,,
,,,,,,,,,,,99.78236,,,,,,
,,,,,,,,,,,100.0837,,,,,,
,,,,,,,,,,,100.4535,,,,,,
,,,,,,,,,,,100.8634,,,,,,
,,,,,,,,,,,101.1397,,,,,,
,,,,,,,,,,,101.1421,,,,,,
,,,,,,,,,,,101.0412,,,,,,
,,,,,,,,,,,100.9839,,,,,,
,,,,,,,,,,,100.8999,,,,,,
,,,,,,,,,,,100.9147,,,,,,
,,,,,,,,,,,100.7948,,,,,,
,,,,,,,,,,,100.5967,,,,,,
,,,,,,,,,,,100.4183,,,,,,
,,,,,,,,,,,100.4488,,,,,,
,,,,,,,,,,,100.5706,,,,,,
,,,,,,,,,,,100.6721,,,,,,
,,,,,,,,,,,100.6857,,,,,,
,,,,,,,,,,,100.6467,,,,,,
,,,,,,,,,,,100.6051,,,,,,
,,,,,,,,,,,100.6281,,,,,,
,,,,,,,,,,,100.756,,,,,,
,,,,,,,,,,,100.733,,,,,,
,,,,,,,,,,,100.5797,,,,,,
,,,,,,,,,,,100.4689,,,,,,
,,,,,,,,,,,100.4489,,,,,,
,,,,,,,,,,,100.5293,,,,,,
,,,,,,,,,,,100.8734,,,,,,
,,,,,,,,,,,101.226,,,,,,
,,,,,,,,,,,101.3809,,,,,,
,,,,,,,,,,,101.368,,,,,,
,,,,,,,,,,,101.3361,,,,,,
,,,,,,,,,,,101.2947,,,,,,
,,,,,,,,,,,101.2203,,,,,,
,,,,,,,,,,,101.1097,,,,,,
,,,,,,,,,,,101.0669,,,,,,
,,,,,,,,,,,101.1676,,,,,,
,,,,,,,,,,,101.2939,,,,,,
,,,,,,,,,,,101.4502,,,,,,
,,,,,,,,,,,101.4293,,,,,,
,,,,,,,,,,,101.343,,,,,,
,,,,,,,,,,,101.3736,,,,,,
,,,,,,,,,,,101.5402,,,,,,
,,,,,,,,,,,101.6436,,,,,,
,,,,,,,,,,,101.5916,,,,,,
,,,,,,,,,,,101.5038,,,,,,
,,,,,,,,,,,101.4445,,,,,,
,,,,,,,,,,,101.4123,,,,,,
,,,,,,,,,,,101.4238,,,,,,
,,,,,,,,,,,101.509,,,,,,
,,,,,,,,,,,101.4908,,,,,,
,,,,,,,,,,,101.3792,,,,,,
,,,,,,,,,,,101.2052,,,,,,
,,,,,,,,,,,100.9968,,,,,,
,,,,,,,,,,,101.0521,,,,,,
,,,,,,,,,,,101.2746,,,,,,
,,,,,,,,,,,101.4376,,,,,,
,,,,,,,,,,,101.5273,,,,,,
,,,,,,,,,,,101.4316,,,,,,
,,,,,,,,,,,101.1951,,,,,,
,,,,,,,,,,,100.893,,,,,,
,,,,,,,,,,,100.893,,,,,,
,,,,,,,,,,,101.0999,,,,,,
,,,,,,,,,,,101.374,,,,,,
,,,,,,,,,,,101.6063,,,,,,
,,,,,,,,,,,101.6047,,,,,,
,,,,,,,,,,,101.1681,,,,,,
,,,,,,,,,,,100.1502,,,,,,
,,,,,,,,,,,99.04313,,,,,,
,,,,,,,,,,,98.53316,,,,,,
,,,,,,,,,,,98.48238,,,,,,
,,,,,,,,,,,98.50002,,,,,,
,,,,,,,,,,,98.70583,,,,,,
,,,,,,,,,,,99.02446,,,,,,
,,,,,,,,,,,99.17614,,,,,,
,,,,,,,,,,,99.13219,,,,,,
,,,,,,,,,,,99.13531,,,,,,
,,,,,,,,,,,99.14153,,,,,,
,,,,,,,,,,,99.28388,,,,,,
,,,,,,,,,,,99.65746,,,,,,
,,,,,,,,,,,99.90664,,,,,,
,,,,,,,,,,,99.84676,,,,,,
,,,,,,,,,,,99.63269,,,,,,
,,,,,,,,,,,99.15526,,,,,,
,,,,,,,,,,,98.57474,,,,,,
,,,,,,,,,,,98.26997,,,,,,
,,,,,,,,,,,98.07962,,,,,,
,,,,,,,,,,,97.91412,,,,,,
,,,,,,,,,,,97.81084,,,,,,
,,,,,,,,,,,97.57133,,,,,,
,,,,,,,,,,,97.25768,,,,,,
,,,,,,,,,,,97.01434,,,,,,
,,,,,,,,,,,96.84113,,,,,,
,,,,,,,,,,,96.41887,,,,,,
,,,,,,,,,,,95.99519,,,,,,
,,,,,,,,,,,95.97128,,,,,,
,,,,,,,,,,,96.29353,,,,,,
,,,,,,,,,,,96.66169,,,,,,
